input_data,output_labels
"[[1385.00064, 394.99974, 1408.0003199999999, 394.99974, 1408.0003199999999, 409.99986, 1385.00064, 409.99986], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1336.00032, 390.99996, 1380.00096, 390.99996, 1380.00096, 417.99996000000004, 1336.00032, 417.99996000000004], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1306.99968, 403.00038000000006, 1321.00032, 403.00038000000006, 1321.00032, 417.00042, 1306.99968, 417.00042], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1362.0009599999998, 440.99964, 1419.0, 440.99964, 1419.0, 525.99996, 1362.0009599999998, 525.99996], [1352.00064, 413.00010000000003, 1417.00032, 413.00010000000003, 1417.00032, 514.00062, 1352.00064, 514.00062], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1352.00064, 413.00010000000003, 1419.0, 413.00010000000003, 1419.0, 525.99996, 1352.00064, 525.99996)"
"[[1482.0, 425.00052, 1513.0003199999999, 425.00052, 1513.0003199999999, 475.0002, 1482.0, 475.0002], [1441.00032, 442.99926, 1527.0009599999998, 442.99926, 1527.0009599999998, 596.9997000000001, 1441.00032, 596.9997000000001], [1460.00064, 440.00010000000003, 1585.00032, 440.00010000000003, 1585.00032, 594.00054, 1460.00064, 594.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1441.00032, 425.00052, 1585.00032, 425.00052, 1585.00032, 596.9997000000001, 1441.00032, 596.9997000000001)"
"[[1516.00032, 433.99962, 1543.00128, 433.99962, 1543.00128, 470.99934, 1516.00032, 470.99934], [1441.00032, 442.99926, 1527.0009599999998, 442.99926, 1527.0009599999998, 596.9997000000001, 1441.00032, 596.9997000000001], [1460.00064, 440.00010000000003, 1585.00032, 440.00010000000003, 1585.00032, 594.00054, 1460.00064, 594.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1441.00032, 433.99962, 1585.00032, 433.99962, 1585.00032, 596.9997000000001, 1441.00032, 596.9997000000001)"
"[[1717.00032, 466.00056, 1798.99968, 466.00056, 1798.99968, 626.0004, 1717.00032, 626.0004], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1591.00128, 494.99964, 1739.00064, 494.99964, 1739.00064, 605.9998800000001, 1591.00128, 605.9998800000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1423.99968, 481.99968, 1573.99968, 481.99968, 1573.99968, 650.00016, 1423.99968, 650.00016], [1441.00032, 442.99926, 1527.0009599999998, 442.99926, 1527.0009599999998, 596.9997000000001, 1441.00032, 596.9997000000001], [1460.00064, 440.00010000000003, 1585.00032, 440.00010000000003, 1585.00032, 594.00054, 1460.00064, 594.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1423.99968, 440.00010000000003, 1585.00032, 440.00010000000003, 1585.00032, 650.00016, 1423.99968, 650.00016)"
"[[927.0, 426.00006, 993.0, 426.00006, 993.0, 544.9998600000001, 927.0, 544.9998600000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1097.00064, 437.9994, 1170.00096, 437.9994, 1170.00096, 548.99964, 1097.00064, 548.99964], [1096.9996800000001, 429.0003, 1308.0, 429.0003, 1308.0, 1034.0001, 1096.9996800000001, 1034.0001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1096.9996800000001, 429.0003, 1308.0, 429.0003, 1308.0, 1034.0001, 1096.9996800000001, 1034.0001)"
"[[1030.0003199999999, 449.00028, 1103.00064, 449.00028, 1103.00064, 589.00068, 1030.0003199999999, 589.00068], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[994.9996800000001, 655.0000200000001, 1311.99936, 655.0000200000001, 1311.99936, 1080.00054, 994.9996800000001, 1080.00054], [1096.9996800000001, 429.0003, 1308.0, 429.0003, 1308.0, 1034.0001, 1096.9996800000001, 1034.0001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(994.9996800000001, 429.0003, 1311.99936, 429.0003, 1311.99936, 1080.00054, 994.9996800000001, 1080.00054)"
"[[1545.0009599999998, 476.99982, 1917.00096, 476.99982, 1917.00096, 950.99994, 1545.0009599999998, 950.99994], [1633.0003199999999, 325.00008, 1827.00096, 325.00008, 1827.00096, 655.00056, 1633.0003199999999, 655.00056], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1545.0009599999998, 325.00008, 1917.00096, 325.00008, 1917.00096, 950.99994, 1545.0009599999998, 950.99994)"
"[[704.0006400000002, 594.0, 1590.0, 594.0, 1590.0, 1078.99992, 704.0006400000002, 1078.99992], [1085.00064, 378.00000000000006, 1374.0009599999998, 378.00000000000006, 1374.0009599999998, 1080.0, 1085.00064, 1080.0], [849.99936, 312.99966, 1202.99904, 312.99966, 1202.99904, 1079.99946, 849.99936, 1079.99946], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(704.0006400000002, 312.99966, 1590.0, 312.99966, 1590.0, 1080.0, 704.0006400000002, 1080.0)"
"[[321.0, 598.99932, 751.9996799999999, 598.99932, 751.9996799999999, 1063.9998, 321.0, 1063.9998], [351.99936, 429.99984000000006, 692.99904, 429.99984000000006, 692.99904, 993.9996, 351.99936, 993.9996], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(321.0, 429.99984000000006, 751.9996799999999, 429.99984000000006, 751.9996799999999, 1063.9998, 321.0, 1063.9998)"
"[[1380.99936, 869.9999399999999, 1494.99936, 869.9999399999999, 1494.99936, 1078.00038, 1380.99936, 1078.00038], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[673.99872, 763.00002, 1059.99936, 763.00002, 1059.99936, 1080.00054, 673.99872, 1080.00054], [427.00032, 504.00036, 1024.9996800000001, 504.00036, 1024.9996800000001, 1072.00044, 427.00032, 1072.00044], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(427.00032, 504.00036, 1059.99936, 504.00036, 1059.99936, 1080.00054, 427.00032, 1080.00054)"
"[[1842.0009599999998, 388.00026, 1884.00096, 388.00026, 1884.00096, 429.0003, 1842.0009599999998, 429.0003], [1842.00096, 390.00042, 1918.0003199999999, 390.00042, 1918.0003199999999, 590.00022, 1842.00096, 590.00022], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1842.0009599999998, 388.00026, 1918.0003199999999, 388.00026, 1918.0003199999999, 590.00022, 1842.0009599999998, 590.00022)"
"[[1870.99872, 380.99969999999996, 1897.99968, 380.99969999999996, 1897.99968, 389.99934, 1870.99872, 389.99934], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1797.99936, 473.00004, 1920.0, 473.00004, 1920.0, 629.99964, 1797.99936, 629.99964], [1842.00096, 390.00042, 1918.0003199999999, 390.00042, 1918.0003199999999, 590.00022, 1842.00096, 590.00022], [1580.99904, 445.00049999999993, 1832.9990400000002, 445.00049999999993, 1832.9990400000002, 1079.00046, 1580.99904, 1079.00046], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1580.99904, 390.00042, 1920.0, 390.00042, 1920.0, 1079.00046, 1580.99904, 1079.00046)"
"[[1378.99968, 388.9998, 1429.0003199999999, 388.9998, 1429.0003199999999, 422.00028000000003, 1378.99968, 422.00028000000003], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1320.0, 667.9999799999999, 1920.0, 667.9999799999999, 1920.0, 1079.99946, 1320.0, 1079.99946], [1580.99904, 445.00049999999993, 1832.9990400000002, 445.00049999999993, 1832.9990400000002, 1079.00046, 1580.99904, 1079.00046], [1351.00032, 402.99984000000006, 1607.9999999999998, 402.99984000000006, 1607.9999999999998, 1078.99992, 1351.00032, 1078.99992], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1320.0, 402.99984000000006, 1920.0, 402.99984000000006, 1920.0, 1079.99946, 1320.0, 1079.99946)"
"[[653.99904, 751.99968, 1053.0, 751.99968, 1053.0, 1076.9997600000002, 653.99904, 1076.9997600000002], [450.99936, 477.99935999999997, 775.99968, 477.99935999999997, 775.99968, 1075.99968, 450.99936, 1075.99968], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(450.99936, 477.99935999999997, 1053.0, 477.99935999999997, 1053.0, 1076.9997600000002, 450.99936, 1076.9997600000002)"
"[[240.00096000000002, 831.9996, 678.00096, 831.9996, 678.00096, 1078.99992, 240.00096000000002, 1078.99992], [301.00032, 609.00066, 658.99968, 609.00066, 658.99968, 1076.0002200000001, 301.00032, 1076.0002200000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(240.00096000000002, 609.00066, 678.00096, 609.00066, 678.00096, 1078.99992, 240.00096000000002, 1078.99992)"
"[[111.0001825, 751.99968, 475.99978749999997, 751.99968, 475.99978749999997, 1078.99992, 111.0001825, 1078.99992], [0.9998805000000003, 614.9995200000001, 180.00058149999998, 614.9995200000001, 180.00058149999998, 1080.0, 0.9998805000000003, 1080.0], [0.9998805000000003, 839.00016, 187.0007055, 839.00016, 187.0007055, 980.00064, 0.9998805000000003, 980.00064], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(0.9998805000000003, 614.9995200000001, 475.99978749999997, 614.9995200000001, 475.99978749999997, 1080.0, 0.9998805000000003, 1080.0)"
"[[1106.9993020000002, 565.9999200000001, 1195.9992320000001, 565.9999200000001, 1195.9992320000001, 642.9996000000001, 1106.9993020000002, 642.9996000000001], [1054.0008329999998, 579.9994199999999, 1172.000179, 579.9994199999999, 1172.000179, 783.99954, 1054.0008329999998, 783.99954], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1054.0008329999998, 565.9999200000001, 1195.9992320000001, 565.9999200000001, 1195.9992320000001, 783.99954, 1054.0008329999998, 783.99954)"
"[[1017.000452, 633.99996, 1184.0006660000001, 633.99996, 1184.0006660000001, 829.0004399999999, 1017.000452, 829.0004399999999], [1054.0008329999998, 579.9994199999999, 1172.000179, 579.9994199999999, 1172.000179, 783.99954, 1054.0008329999998, 783.99954], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1017.000452, 579.9994199999999, 1184.0006660000001, 579.9994199999999, 1184.0006660000001, 829.0004399999999, 1017.000452, 829.0004399999999)"
"[[1217.0005645, 661.0005, 1275.0013175, 661.0005, 1275.0013175, 775.99998, 1217.0005645, 775.99998], [1232.0006930000002, 575.9996399999999, 1289.000605, 575.9996399999999, 1289.000605, 683.99964, 1232.0006930000002, 683.99964], [1226.0004495000003, 580.0005000000001, 1366.0010085000001, 580.0005000000001, 1366.0010085000001, 777.0000600000001, 1226.0004495000003, 777.0000600000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1217.0005645, 575.9996399999999, 1366.0010085000001, 575.9996399999999, 1366.0010085000001, 777.0000600000001, 1217.0005645, 777.0000600000001)"
"[[1246.000941, 632.0003399999999, 1367.0008890000001, 632.0003399999999, 1367.0008890000001, 812.0007, 1246.000941, 812.0007], [1232.0006930000002, 575.9996399999999, 1289.000605, 575.9996399999999, 1289.000605, 683.99964, 1232.0006930000002, 683.99964], [1226.0004495000003, 580.0005000000001, 1366.0010085000001, 580.0005000000001, 1366.0010085000001, 777.0000600000001, 1226.0004495000003, 777.0000600000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1226.0004495000003, 575.9996399999999, 1367.0008890000001, 575.9996399999999, 1367.0008890000001, 812.0007, 1226.0004495000003, 812.0007)"
"[[1414.998995, 632.00034, 1499.999403, 632.00034, 1499.999403, 746.9998200000001, 1414.998995, 746.9998200000001], [1419.0004379999998, 574.0000200000001, 1501.0002439999998, 574.0000200000001, 1501.0002439999998, 716.99958, 1419.0004379999998, 716.99958], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1414.998995, 574.0000200000001, 1501.0002439999998, 574.0000200000001, 1501.0002439999998, 746.9998200000001, 1414.998995, 746.9998200000001)"
"[[1521.9996555, 617.99976, 1580.0004084999998, 617.99976, 1580.0004084999998, 693.99936, 1521.9996555, 693.99936], [1528.0008595, 576.99972, 1580.0004084999998, 576.99972, 1580.0004084999998, 683.9996399999999, 1528.0008595, 683.9996399999999], [1567.000041, 576.00072, 1620.0004310000002, 576.00072, 1620.0004310000002, 678.00024, 1567.000041, 678.00024], [1562.0006385000002, 569.9997, 1678.0002235, 569.9997, 1678.0002235, 806.0002199999999, 1562.0006385000002, 806.0002199999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1521.9996555, 569.9997, 1678.0002235, 569.9997, 1678.0002235, 806.0002199999999, 1521.9996555, 806.0002199999999)"
"[[1704.9998785, 601.0005600000001, 1731.9995334999999, 601.0005600000001, 1731.9995334999999, 649.0000799999999, 1704.9998785, 649.0000799999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1669.0003384999998, 609.99966, 1710.0002415000001, 609.99966, 1710.0002415000001, 684.00018, 1669.0003384999998, 684.00018], [1562.0006385000002, 569.9997, 1678.0002235, 569.9997, 1678.0002235, 806.0002199999999, 1562.0006385000002, 806.0002199999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1562.0006385000002, 569.9997, 1710.0002415000001, 569.9997, 1710.0002415000001, 806.0002199999999, 1562.0006385000002, 806.0002199999999)"
"[[1568.000882, 663.0006599999999, 1700.000476, 663.0006599999999, 1700.000476, 859.00014, 1568.000882, 859.00014], [1567.000041, 576.00072, 1620.0004310000002, 576.00072, 1620.0004310000002, 678.00024, 1567.000041, 678.00024], [1562.0006385000002, 569.9997, 1678.0002235, 569.9997, 1678.0002235, 806.0002199999999, 1562.0006385000002, 806.0002199999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1562.0006385000002, 569.9997, 1700.000476, 569.9997, 1700.000476, 859.00014, 1562.0006385000002, 859.00014)"
"[[1574.000165, 640.99998, 1602.999581, 640.99998, 1602.999581, 685.00026, 1574.000165, 685.00026], [1528.0008595, 576.99972, 1580.0004084999998, 576.99972, 1580.0004084999998, 683.9996399999999, 1528.0008595, 683.9996399999999], [1567.000041, 576.00072, 1620.0004310000002, 576.00072, 1620.0004310000002, 678.00024, 1567.000041, 678.00024], [1562.0006385000002, 569.9997, 1678.0002235, 569.9997, 1678.0002235, 806.0002199999999, 1562.0006385000002, 806.0002199999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1528.0008595, 569.9997, 1678.0002235, 569.9997, 1678.0002235, 806.0002199999999, 1528.0008595, 806.0002199999999)"
"[[1478.00064, 585.9999, 1795.0003199999999, 585.9999, 1795.0003199999999, 896.99994, 1478.00064, 896.99994], [1521.99936, 552.00042, 1920.0, 552.00042, 1920.0, 1080.00054, 1521.99936, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1478.00064, 552.00042, 1920.0, 552.00042, 1920.0, 1080.00054, 1478.00064, 1080.00054)"
"[[1276.9987199999998, 748.99998, 1735.99968, 748.99998, 1735.99968, 1079.99946, 1276.9987199999998, 1079.99946], [1521.99936, 552.00042, 1920.0, 552.00042, 1920.0, 1080.00054, 1521.99936, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1276.9987199999998, 552.00042, 1920.0, 552.00042, 1920.0, 1080.00054, 1276.9987199999998, 1080.00054)"
"[[481.99968000000007, 595.9996199999999, 586.00032, 595.9996199999999, 586.00032, 724.00014, 481.99968000000007, 724.00014], [482.00064, 558.99936, 554.00064, 558.99936, 554.00064, 698.9997599999999, 482.00064, 698.9997599999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(481.99968000000007, 558.99936, 586.00032, 558.99936, 586.00032, 724.00014, 481.99968000000007, 724.00014)"
"[[572.00064, 575.9996400000001, 630.0, 575.9996400000001, 630.0, 657.99972, 572.00064, 657.99972], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[762.0, 664.0002, 927.99936, 664.0002, 927.99936, 912.0006, 762.0, 912.0006], [762.0000000000001, 557.00028, 896.00064, 557.00028, 896.00064, 854.0002799999999, 762.0000000000001, 854.0002799999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(762.0, 557.00028, 927.99936, 557.00028, 927.99936, 912.0006, 762.0, 912.0006)"
