input_data	output_labels
[[0.894586, 0.578704, 0.014055, 0.044444]]	(-4689.183139624981, -1730.4015961568264, 26.999654999999848, 82.99943999999994, -20.000560000000064, -68.00007999999991, 34.99992000000009)
[[0.87949, 0.599074, 0.021343, 0.068519], [0.843311, 0.637037, 0.060385, 0.218519]]	(-4689.183139624981, -1730.4015961568264, 40.99990300000036, 74.00034000000005, -28.99965999999995, -103.00018, -0.00018000000000029104)
[[0.850599, 0.70463, 0.068714, 0.181481], [0.829516, 0.580556, 0.02759, 0.094444], [0.843311, 0.637037, 0.060385, 0.218519]]	(-1009.273139750538, -398.8318817453009, 131.9995939999999, 195.99934000000007, -87.00065999999993, -283.00014, -87.40013999999996)
[[0.826913, 0.613889, 0.015096, 0.040741], [0.808954, 0.583796, 0.027069, 0.099074], [0.829516, 0.580556, 0.02759, 0.094444], [0.843311, 0.637037, 0.060385, 0.218519]]	(-3072.5166199813257, -1225.3373949579832, 28.99941600000011, 52.00001999999995, -64.99998000000005, -109.00026000000003, 7.999739999999974)
[[0.852344, 0.686574, 0.165104, 0.287963], [0.896354, 0.755556, 0.207292, 0.488889]]	(-4839.401684981118, -1980.4999343614131, 316.9996799999999, 493.0001, 222.00009999999997, -404.49994000000004, 182.00005999999996)
[[0.784635, 0.846759, 0.239063, 0.306481], [0.896354, 0.755556, 0.207292, 0.488889]]	(-4839.401684981118, -1980.4999343614131, 459.0009600000001, 330.00001999999995, 59.00001999999995, -587.49946, -0.9994599999999991)
[[0.278125, 0.611111, 0.054167, 0.118519], [0.269792, 0.582407, 0.0375, 0.12963]]	(-350.1001801054783, -393.05615783514355, 104.00063999999992, 128.00038000000006, -65.49961999999994, -132.20014000000003, -0.0001399999999875945)
[[0.313021, 0.571296, 0.030208, 0.075926]]	(-350.1001801054783, -393.05615783514355, 57.999360000000024, 148.0003599999999, -45.49964000000011, -66.19972000000007, 66.00027999999998)
[[0.440104, 0.72963, 0.086458, 0.22963], [0.431771, 0.653241, 0.069792, 0.275]]	(1853.0518730901113, 1586.8018272724798, 165.99936000000002, 183.7998, -191.50019999999995, -276.8005999999999, 24.999400000000037)
[[0.885677, 0.762037, 0.092188, 0.311111], [0.851042, 0.646296, 0.053125, 0.266667]]	(2790.6882373559692, 1314.0482500661892, 177.00095999999985, 233.39998000000014, -168.00001999999984, -303.19990000000007, -0.9999000000000251)
[[0.811458, 0.845833, 0.18125, 0.306481], [0.851042, 0.646296, 0.053125, 0.266667], [0.79349, 0.708333, 0.086979, 0.427778]]	(41443.58873428319, 17035.41152498336, 348.0, 330.0001000000001, -96.59989999999993, -738.2993799999999, -0.9993799999999737)
[[0.577865, 0.470833, 0.035937, 0.093519]]	(-4220.884148148149, -1784.0468148148148, 68.99903999999992, 100.00062000000003, -53.999379999999974, -154.99990000000003, -0.9999000000000251)
[[0.149219, 0.819907, 0.251563, 0.358333], [0.147917, 0.730556, 0.20625, 0.538889]]	(1757.7304794176093, 2345.6312739680066, 483.00095999999996, 388.0002599999999, -22.899740000000065, -744.99938, 1.0006200000000263)
[[0.491406, 0.856481, 0.206771, 0.283333], [0.340885, 0.733796, 0.154688, 0.532407]]	(-1944.1171159545895, -1543.9337779743746, 397.0003200000001, 305.00033999999994, -298.99966000000006, -602.8993000000002, -0.9993000000001757)
[[0.830297, 0.847222, 0.229047, 0.301852], [0.812858, 0.775926, 0.09214, 0.433333], [0.893024, 0.758796, 0.104633, 0.482407]]	(-10866.734999432376, -4619.883256149845, 439.9992870000001, 325.00032, -8.39967999999999, -613.3998399999999, -0.9998399999999492)
[[0.104633, 0.841204, 0.201978, 0.317593], [0.09292, 0.773148, 0.118168, 0.45]]	(-9843.454908851436, -17144.37605683669, 387.999738, 342.9999, 35.79989999999998, -806.00054, -0.0005400000000008731)
[[0.349297, 0.594444, 0.015617, 0.107407], [0.356065, 0.568981, 0.024987, 0.093519]]	(-367.7152122615077, -305.28804105953037, 30.00025699999992, 131.00026000000003, -31.999739999999974, -147.99929999999995, -25.99929999999995)
[[0.897396, 0.805093, 0.205208, 0.389815], [0.89375, 0.696296, 0.128125, 0.607407]]	(6119.340183730057, 2236.9056812244485, 393.99936, 369.39966000000015, -88.00033999999994, -756.30054, -0.0005400000000008731)
[[0.957812, 0.838426, 0.084375, 0.276852], [0.786458, 0.811574, 0.303125, 0.375]]	(-5372.226011227116, -2476.2604270499987, 162.00000000000023, 304.0, 133.60000000000002, -345.00016000000005, 4.999839999999949)
[[0.261198, 0.879167, 0.229687, 0.241667], [0.223177, 0.808796, 0.145313, 0.382407]]	(-646.9882575757575, -783.3852272727273, 440.9990399999999, 260.99982, -153.00018, -414.00054, -0.0005400000000008731)
[[0.477083, 0.860648, 0.2, 0.276852], [0.484375, 0.8125, 0.125, 0.375]]	(-2209.439370867194, -1633.8744826393927, 384.0000000000001, 300.0002400000001, 0.7002400000001217, -520.19992, 1.0000800000000254)
[[0.71849, 0.866204, 0.163021, 0.265741], [0.653385, 0.742593, 0.061979, 0.294444], [0.735156, 0.797222, 0.089063, 0.403704]]	(-11965.67856511239, -5898.2687962076825, 313.00032000000033, 287.99982, -39.10018000000002, -607.20046, 0.9995400000000245)
[[0.657292, 0.801389, 0.08125, 0.25463], [0.603646, 0.721759, 0.048958, 0.197222], [0.607292, 0.718519, 0.04375, 0.161111], [0.653385, 0.742593, 0.061979, 0.294444], [0.735156, 0.797222, 0.089063, 0.403704]]	(-4880.674096221799, -2997.6080456645827, 156.0, 275.0000799999999, -84.99992000000009, -360.00032, -0.00031999999998788553)
[[0.60625, 0.756944, 0.054167, 0.20463], [0.603646, 0.721759, 0.048958, 0.197222], [0.607292, 0.718519, 0.04375, 0.161111], [0.653385, 0.742593, 0.061979, 0.294444]]	(-2870.5209546648393, -1887.3203151764303, 104.0006400000002, 220.0006800000001, -34.9993199999999, -255.99972000000002, -0.9997200000000248)
[[0.346615, 0.66713, 0.069271, 0.091667]]	(-646.9882575757575, -783.3852272727273, 133.00031999999987, 408.99978, -5.000220000000013, -104.00058000000001, 309.99942)
[[0.35651, 0.640741, 0.048438, 0.074074]]	(-646.9882575757575, -783.3852272727273, 93.00095999999996, 427.99968, 13.999680000000012, -66.00023999999996, 347.99976000000004)
[[0.383073, 0.630556, 0.044271, 0.048148]]	(-646.9882575757575, -783.3852272727273, 85.00031999999999, 424.99944000000005, 10.99944000000005, -41.00040000000001, 372.9996)
[[0.686198, 0.7, 0.019271, 0.074074], [0.653385, 0.742593, 0.061979, 0.294444]]	(-4880.674096221799, -2997.6080456645827, 37.0003200000001, 286.99996, -73.00004000000001, -152.99996, 207.00004)
[[0.083594, 0.475926, 0.033854, 0.077778], [0.05599, 0.451389, 0.038021, 0.117593], [0.158073, 0.705093, 0.195312, 0.589815]]	(1286.7777752008112, 2164.2623868389132, 64.99967999999998, 608.00004, -166.39995999999996, 98.39979999999991, 523.9997999999999)
[[0.16224, 0.796296, 0.220312, 0.407407], [0.158073, 0.705093, 0.195312, 0.589815]]	(1286.7777752008112, 2164.2623868389132, 422.99904000000004, 440.0001000000001, -334.3998999999999, -425.59946, 0.0005400000000008731)
[[0.253125, 0.876389, 0.276042, 0.247222], [0.17474, 0.716667, 0.348438, 0.566667]]	(-571.3218415432334, -724.4984764230337, 530.00064, 266.99976000000004, -446.30024, -255.29999999999995, 0.0)
[[0.891667, 0.659259, 0.13125, 0.224074], [0.897917, 0.648611, 0.130208, 0.580556], [0.796615, 0.703241, 0.210938, 0.593519]]	(-2676.772952482896, -835.8155477935306, 252.0, 241.00023999999985, -170.59976000000017, -460.69968, -84.79967999999997)
[[0.858594, 0.833333, 0.172396, 0.333333], [0.897917, 0.648611, 0.130208, 0.580556], [0.796615, 0.703241, 0.210938, 0.593519]]	(23977.04771599794, 8980.82349821165, 331.0003200000001, 359.00018, 2.600180000000023, -810.09946, -0.9994599999999991)
[[0.301302, 0.856944, 0.330729, 0.286111], [0.089063, 0.669444, 0.177083, 0.661111]]	(-972.9161623777586, -1024.438785744573, 634.9996799999999, 308.00041999999996, -414.49958000000004, -268.09946, -0.9994599999999991)
[[0.732292, 0.826852, 0.223958, 0.346296], [0.730469, 0.731944, 0.219271, 0.536111]]	(14767.749806201551, 7197.114341085271, 429.9993599999998, 373.9996799999999, -206.0003200000001, -580.0, 0.0)
[[0.697396, 0.720833, 0.115625, 0.39537], [0.689844, 0.65463, 0.118229, 0.405556], [0.698698, 0.64537, 0.129688, 0.366667]]	(2636.8271201607654, 1387.050436758636, 222.00000000000023, 347.6001600000001, -83.19983999999994, -510.1994399999999, 18.600560000000087)
[[0.023958, 0.653241, 0.046875, 0.091667], [0.02474, 0.722685, 0.048438, 0.149074], [0.121094, 0.763889, 0.241146, 0.472222]]	(-355.51740412979353, -649.6416494068914, 90.0, 422.9999, -203.90009999999995, 12.499540000000025, 323.99954)
[[0.182292, 0.871296, 0.163542, 0.257407], [0.121094, 0.763889, 0.241146, 0.472222]]	(-355.51740412979353, -649.6416494068914, 314.00064, 277.0001, -349.8999, -312.49946, -0.9994599999999991)
[[0.844792, 0.883796, 0.252083, 0.228704], [0.817187, 0.763889, 0.107292, 0.461111]]	(-40388.275426978085, -16754.422929759377, 483.99936000000025, 246.00047999999992, -199.0995200000001, -619.69984, -0.9998399999999492)
[[0.554167, 0.589815, 0.026042, 0.081481]]	(-2140.1267389838818, -1221.5245449531164, 50.00063999999975, 86.99954000000002, -31.000459999999975, -118.99993999999992, -0.9999399999999241)
[[0.539844, 0.550463, 0.006771, 0.019444]]	(-2140.1267389838818, -1221.5245449531164, 13.000320000000102, 95.99972000000002, -22.000279999999975, -42.99980000000005, 75.00019999999995)
[[0.570312, 0.565278, 0.014583, 0.037963]]	(-2140.1267389838818, -1221.5245449531164, 27.999360000000024, 89.99977999999999, -28.000220000000013, -69.00025999999991, 48.99974000000009)
[[0.21276, 0.819444, 0.297396, 0.355556], [0.17526, 0.716667, 0.214062, 0.562963]]	(1000.6676619247118, 1196.348574736687, 571.00032, 385.00072, -317.49928, -521.3997599999999, 1.0002400000000762)
[[0.977083, 0.606944, 0.041667, 0.050926]]	(-1469.2407852564102, -502.15044070512823, 80.00063999999975, 54.00051999999994, -0.9994800000000623, -55.99956000000009, -0.9995600000000877)
[[0.188021, 0.864815, 0.253125, 0.268519], [0.284115, 0.677778, 0.058854, 0.268519], [0.182812, 0.765741, 0.1375, 0.468519]]	(2723.4892522602254, 2885.309661513601, 486.0, 291.00005999999996, -9.999940000000038, -877.00046, 0.9995400000000245)
[[0.363802, 0.554167, 0.021354, 0.030556]]	(-258.23151183970856, -215.25286885245902, 40.99968000000001, 32.999880000000076, -0.0001199999999244028, -33.00059999999996, -0.0005999999999630745)
[[0.732292, 0.859259, 0.215625, 0.281481], [0.751042, 0.777315, 0.127083, 0.44537]]	(-5737.371856641971, -3177.7855032386465, 413.9999999999998, 304.00001999999995, -274.19998000000004, -373.19946000000004, 0.0005400000000008731)
[[0.097656, 0.751852, 0.079687, 0.216667], [0.048958, 0.7875, 0.096875, 0.425]]	(-95.71652487798269, -259.48076684082827, 152.99903999999998, 384.00002000000006, -94.99997999999994, -115.50033999999994, 149.99966000000006)
[[0.115885, 0.881019, 0.131771, 0.236111], [0.048958, 0.7875, 0.096875, 0.425]]	(-95.71652487798269, -259.48076684082827, 253.00032000000002, 254.99942, -224.00058, -265.50046, -0.00045999999997548)
[[0.530208, 0.831481, 0.241667, 0.333333]]	(1855.0235109257662, 1391.286245221364, 464.0006400000001, 359.00033999999994, -528.5996600000001, -286.1993, -0.9992999999999483)
[[0.907552, 0.530093, 0.094271, 0.239815], [0.907813, 0.444444, 0.069792, 0.17963], [0.90026, 0.480556, 0.069271, 0.233333]]	(-2410.437663008867, -684.5303172637218, 181.00031999999987, 273.2996599999999, -61.00034000000005, -328.90054, -51.700540000000046)
[[0.590625, 0.790741, 0.376042, 0.416667], [0.613021, 0.691204, 0.289583, 0.613889]]	(3316.425078712317, 1583.894571737794, 722.00064, 449.9999, -142.70009999999996, -767.3004600000002, 0.9995399999997971)
[[0.03776, 0.702315, 0.074479, 0.215741], [0.013542, 0.695833, 0.026042, 0.167593]]	(-27.346080558329604, -145.04896575869233, 142.99967999999998, 232.99993999999992, -6.000000007588824e-05, -233.00034000000005, -0.0003400000000510772)
[[0.43125, 0.484722, 0.029167, 0.073148], [0.39349, 0.706019, 0.095312, 0.541667]]	(-1287.8432876362126, -762.7763397564951, 56.00063999999986, 78.00016, -31.999840000000006, -110.99968000000001, -0.9996800000000121)
[[0.477865, 0.489352, 0.041146, 0.078704], [0.476042, 0.457407, 0.029167, 0.098148]]	(-1638.2808160255622, -865.3614968661669, 79.00031999999999, 85.0, -46.0, -131.0003200000001, -0.00032000000010157237)
[[0.571875, 0.70787, 0.120833, 0.306481], [0.579427, 0.584722, 0.074479, 0.367593]]	(16234.21895881896, 9107.49052059052, 231.9993599999998, 330.00014, -166.99986, -497.99933999999996, -0.999339999999961)
[[0.415365, 0.740278, 0.297396, 0.428704], [0.579427, 0.584722, 0.074479, 0.367593], [0.39349, 0.706019, 0.095312, 0.541667]]	(2107.446517056584, 1287.2184766364835, 571.0003199999999, 397.89991999999995, 45.29991999999993, -764.3003999999999, 23.9996000000001)
[[0.497656, 0.844444, 0.178646, 0.305556], [0.369531, 0.715741, 0.188021, 0.564815]]	(6120.335636719263, 4077.2175648231605, 343.0003200000001, 329.00072, -135.19928000000004, -661.09976, -0.9997599999999238)
[[0.623698, 0.6125, 0.030729, 0.087963], [0.632552, 0.5625, 0.036979, 0.100926], [0.648438, 0.568056, 0.033333, 0.110185], [0.653125, 0.770833, 0.160417, 0.449074]]	(13230.062490984734, 6241.189810652271, 58.999680000000126, 54.00001999999995, -5.599980000000073, -209.30002000000007, -2.0000000063191692e-05)
[[0.675, 0.828241, 0.185417, 0.337963], [0.653125, 0.770833, 0.160417, 0.449074]]	(-161344.6294598789, -89155.49572257216, 356.00064, 320.39974000000007, -63.70026000000007, -525.0002999999999, -0.00029999999992469384)
[[0.196354, 0.681019, 0.083333, 0.197222], [0.19375, 0.631019, 0.073958, 0.25463], [0.141927, 0.762963, 0.171354, 0.474074]]	(-312.4733190731775, -506.56034101894534, 159.99935999999997, 212.9993599999999, -150.90064000000007, -191.10040000000004, -0.0004000000000132786)
[[0.127083, 0.87037, 0.252083, 0.257407], [0.141927, 0.762963, 0.171354, 0.474074]]	(-1496.948338054513, -2343.5175193741666, 483.9993599999999, 279.00018, -91.19982000000005, -634.7993799999999, 1.0006200000000263)
[[0.470052, 0.445833, 0.010937, 0.017593]]	(-3155.2765234740004, -2069.500031568048, 20.999039999999923, 287.00058, 6.000580000000014, -12.999859999999956, 268.00014000000004)
[[0.488802, 0.453704, 0.011979, 0.033333]]	(-3155.2765234740004, -2069.500031568048, 22.9996799999999, 286.9995, 5.999500000000012, -30.000140000000044, 250.99985999999996)
[[0.454948, 0.594444, 0.067187, 0.218519], [0.454427, 0.55, 0.066146, 0.222222]]	(-3155.2765234740004, -2069.500031568048, 128.99903999999992, 235.00074000000006, -45.999259999999936, -281.9997799999999, -0.9997799999998733)
[[0.116406, 0.803704, 0.231771, 0.392593], [0.133594, 0.737037, 0.163021, 0.525926]]	(1963.0421738785315, 3827.7116725267456, 445.00032, 423.9999, -262.6001, -424.60054, -0.0005400000000008731)
[[0.93776, 0.431944, 0.036979, 0.097222], [0.913802, 0.482407, 0.090104, 0.175926], [0.913021, 0.541667, 0.097917, 0.316667]]	(-1536.0169585409021, -360.62751961381224, 70.99968000000013, 114.70036000000005, -15.49964, -147.29940000000005, -29.499400000000037)
[[0.911198, 0.653704, 0.099479, 0.285185], [0.913802, 0.482407, 0.090104, 0.175926], [0.913021, 0.541667, 0.097917, 0.316667]]	(-1942.3775020135256, -628.970473110217, 190.99968000000013, 347.1995800000001, -125.20041999999995, -460.00022, -78.40021999999999)
[[0.375, 0.864352, 0.239583, 0.271296], [0.229427, 0.72963, 0.317188, 0.540741]]	(3180.9367664863953, 2892.3270783937755, 459.99936, 292.99968, -393.50032, -442.29999999999995, 0.0)
[[0.54349, 0.830556, 0.264062, 0.337037], [0.763021, 0.753241, 0.378125, 0.493519], [0.699219, 0.730093, 0.164062, 0.512037]]	(-3318.792375104976, -1692.6753786503612, 506.99904000000004, 363.9995, 111.79949999999997, -637.20046, -0.00045999999997548)
[[0.09375, 0.518056, 0.064583, 0.175], [0.158333, 0.616204, 0.082292, 0.371296]]	(1788.7314133155423, 2714.2529416773923, 123.99936000000001, 381.1995200000001, -93.00047999999992, -58.000479999999925, 291.9995200000001)
[[0.208854, 0.523148, 0.036458, 0.096296], [0.158333, 0.616204, 0.082292, 0.371296]]	(1788.7314133155423, 2714.2529416773923, 69.99935999999997, 333.20000000000016, -140.9999999999999, -20.9996799999999, 329.0003200000001)
[[0.29375, 0.609259, 0.122917, 0.281481]]	(1788.7314133155423, 2714.2529416773923, 236.0006400000001, 340.20002000000005, -133.99998, -213.99945999999989, 136.00054000000011)
[[0.180208, 0.693981, 0.167708, 0.365741], [0.158333, 0.616204, 0.082292, 0.371296]]	(1788.7314133155423, 2714.2529416773923, 321.99936, 294.20065999999997, -179.99934000000007, -350.99961999999994, -0.9996199999999362)
[[0.514583, 0.822222, 0.360417, 0.355556], [0.464323, 0.715278, 0.127604, 0.569444]]	(5082.041210510477, 3458.964780814747, 692.0006399999999, 384.0004799999999, -438.0995200000001, -365.6, 0.0)
[[0.828995, 0.62963, 0.045289, 0.111111], [0.8329, 0.60787, 0.024987, 0.141667]]	(-3944.97813892097, -1591.261824231425, 87.00016899999991, 119.99953999999991, -41.00046000000009, -161.00034000000005, -0.0003400000000510772)
[[0.507548, 0.62037, 0.067673, 0.075926], [0.513535, 0.597222, 0.034878, 0.109259]]	(-913.7320198775391, -553.647731582199, 129.99983299999997, 81.00044000000003, 8.80043999999998, -161.89963999999986, -0.9996399999998857)
[[0.383134, 0.646759, 0.087454, 0.106481], [0.3886, 0.754167, 0.089016, 0.325], [0.319365, 0.676852, 0.047371, 0.209259]]	(-612.9742773386354, -476.4582590662898, 167.99913400000003, 114.00002000000006, 35.90002000000004, -220.69946000000004, -0.9994599999999991)
[[0.377147, 0.8375, 0.134826, 0.317593], [0.3886, 0.754167, 0.089016, 0.325], [0.319365, 0.676852, 0.047371, 0.209259], [0.283186, 0.730556, 0.09266, 0.287037]]	(-890.2061078318628, -785.792132347012, 259.00074600000005, 343.00022, 75.10022000000004, -565.9002200000001, -80.20022000000017)
[[0.298542, 0.806019, 0.096304, 0.30463], [0.319365, 0.676852, 0.047371, 0.209259], [0.283186, 0.730556, 0.09266, 0.287037]]	(-1653.066424633589, -2054.5254134731745, 184.99998399999993, 328.9996799999999, -88.0003200000001, -417.00072, -0.0007200000000011642)
[[0.186361, 0.885185, 0.144716, 0.22037], [0.283186, 0.730556, 0.09266, 0.287037], [0.135086, 0.699537, 0.086934, 0.236111], [0.062728, 0.801389, 0.124414, 0.397222]]	(-120.45601765461706, -233.249874096954, 277.9994360000001, 237.0, -296.1, -240.29959999999983, -0.999599999999873)
[[0.336543, 0.639815, 0.03696, 0.048148], [0.319365, 0.676852, 0.047371, 0.209259]]	(-612.9742773386354, -476.4582590662898, 71.00015999999994, 89.99972000000002, 11.899720000000002, -181.70012000000008, 37.99987999999996)
[[0.195211, 0.683333, 0.062467, 0.140741], [0.17569, 0.659259, 0.076523, 0.201852], [0.135086, 0.699537, 0.086934, 0.236111]]	(-131.49992243055763, -223.94016123813404, 119.99910700000004, 151.0005, -112.39949999999999, -152.39977999999996, -0.999779999999987)
[[0.140552, 0.606019, 0.026028, 0.056481], [0.17569, 0.659259, 0.076523, 0.201852], [0.135086, 0.699537, 0.086934, 0.236111]]	(-131.49992243055763, -223.94016123813404, 49.999787999999995, 188.99922000000004, -74.40077999999994, -23.400260000000003, 127.99973999999997)
[[0.571615, 0.817593, 0.283854, 0.364815], [0.507292, 0.710648, 0.163542, 0.578704]]	(6138.641739372892, 3898.1878404168892, 544.99968, 393.99966000000006, -343.60033999999996, -422.70054000000005, -0.0005400000000008731)
[[0.119792, 0.866667, 0.15625, 0.266667]]	(-1465.5655714093732, -1570.3763162659163, 300.00000000000006, 287.99982, -60.200180000000046, -576.30054, -0.0005400000000008731)
[[0.26849, 0.866667, 0.232813, 0.259259], [0.39401, 0.730093, 0.094271, 0.317593], [0.261198, 0.792593, 0.141146, 0.414815]]	(-1465.5655714093732, -1570.3763162659163, 447.0009599999999, 283.9995, -64.20050000000003, -572.3002199999999, 3.9997800000001007)
[[0.455729, 0.694907, 0.029167, 0.147222], [0.473438, 0.625463, 0.0375, 0.137963], [0.431771, 0.744444, 0.06875, 0.381481]]	(19138.282071601276, 13954.602144857372, 56.00064000000009, 95.40031999999985, -66.3996800000001, -234.29944, -27.99944000000005)
[[0.413542, 0.828241, 0.108333, 0.291667], [0.431771, 0.744444, 0.06875, 0.381481], [0.39401, 0.730093, 0.094271, 0.317593]]	(-652.3776323020527, -555.7672176908842, 207.99936000000002, 336.3999, -118.60010000000011, -481.70046, -110.50045999999998)
[[0.477344, 0.683333, 0.047396, 0.12037], [0.473438, 0.625463, 0.0375, 0.137963], [0.431771, 0.744444, 0.06875, 0.381481], [0.510938, 0.667593, 0.064583, 0.238889]]	(19138.282071601276, 13954.602144857372, 91.00031999999999, 93.40016000000003, -68.39983999999993, -207.29944, -0.9994400000000496)
[[0.514062, 0.736574, 0.061458, 0.193519], [0.473438, 0.625463, 0.0375, 0.137963], [0.510938, 0.667593, 0.064583, 0.238889], [0.554948, 0.722222, 0.054688, 0.294444]]	(14997.453959405462, 10982.918095199393, 117.99936000000002, 178.7003400000001, -92.89965999999993, -289.40018, 5.299819999999954)
[[0.574219, 0.847222, 0.123438, 0.303704], [0.510938, 0.667593, 0.064583, 0.238889], [0.554948, 0.722222, 0.054688, 0.294444], [0.59349, 0.758796, 0.084896, 0.358333]]	(-12031.227412862409, -7923.57645888595, 237.00095999999996, 327.0003999999999, -88.9996000000001, -538.19992, -0.9999199999999746)
[[0.759635, 0.90463, 0.158854, 0.188889], [0.876042, 0.771759, 0.15625, 0.456481]]	(-7442.939058386906, -3059.2434109065834, 304.9996800000001, 203.99965999999995, -65.60034000000007, -661.7004600000002, -0.0004600000002028537)
[[0.382031, 0.619907, 0.044271, 0.125], [0.386719, 0.606019, 0.044271, 0.176852], [0.382292, 0.59213, 0.032292, 0.099074], [0.322917, 0.693056, 0.086458, 0.334259]]	(-553.3332399684283, -445.11797681987184, 85.00031999999999, 123.30043999999998, -15.999559999999974, -199.09956, -43.79955999999993)
[[0.364583, 0.683796, 0.071875, 0.169444], [0.386719, 0.606019, 0.044271, 0.176852], [0.382292, 0.59213, 0.032292, 0.099074], [0.322917, 0.693056, 0.086458, 0.334259]]	(-553.3332399684283, -445.11797681987184, 138.0000000000001, 78.30007999999998, -60.999919999999975, -292.09943999999996, -136.7994399999999)
[[0.306771, 0.756944, 0.091667, 0.234259], [0.322917, 0.693056, 0.086458, 0.334259]]	(-403.7838714648146, -411.3985065362689, 176.00063999999986, 303.7003400000001, -81.59965999999997, -414.7993799999999, -90.09938)
[[0.842708, 0.561111, 0.047917, 0.053704], [0.850521, 0.540741, 0.027083, 0.103704]]	(-8734.295389278572, -3585.052967268052, 92.00063999999975, 503.00028, 198.70028000000002, -162.20004, 444.99996)
[[0.861458, 0.901389, 0.253125, 0.197222], [0.8, 0.792593, 0.145833, 0.414815], [0.898177, 0.795833, 0.123438, 0.408333]]	(-8734.295389278572, -3585.052967268052, 486.0000000000002, 212.99976000000004, -91.30023999999992, -607.2, 0.0)
[[0.977865, 0.875463, 0.044271, 0.247222], [0.886198, 0.780556, 0.211979, 0.438889]]	(7492.885900153114, 3284.5767801374313, 85.0003200000001, 210.79984000000002, -221.00015999999994, -473.69992, -0.9999199999999746)
[[0.703646, 0.799537, 0.104167, 0.34537], [0.702604, 0.695833, 0.0875, 0.339815], [0.804948, 0.77037, 0.167187, 0.442593]]	(2719.4852629013803, 1498.6043056041485, 200.00063999999998, 272.19984, -79.60016000000007, -538.9997599999999, 16.80024000000003)
[[0.845573, 0.882407, 0.249479, 0.235185], [0.702604, 0.695833, 0.0875, 0.339815], [0.804948, 0.77037, 0.167187, 0.442593], [0.886198, 0.780556, 0.211979, 0.438889]]	(-10674.910451758607, -4528.216983519835, 478.9996799999999, 253.00033999999994, -135.59966000000009, -588.29946, -0.9994599999999991)
[[0.358333, 0.689352, 0.032292, 0.123148], [0.363021, 0.593981, 0.032292, 0.119444]]	(-718.1014116249976, -660.684652556605, 62.000639999999976, 143.69976000000008, -103.00023999999996, -243.10008000000005, -30.30007999999998)
[[0.291406, 0.721296, 0.088021, 0.194444], [0.29375, 0.666667, 0.076042, 0.266667]]	(-422.53276586156807, -462.327173922867, 169.00032000000004, 226.80007999999998, -71.29991999999993, -323.99944000000005, -54.49944000000005)
[[0.104948, 0.884259, 0.150521, 0.22963], [0.075781, 0.778704, 0.150521, 0.442593]]	(-80.4957034483837, -222.82365010230956, 289.00032, 247.00047999999992, -242.99952000000008, -257.49992, -0.9999199999999746)
[[0.845052, 0.781944, 0.306771, 0.436111], [0.945312, 0.698148, 0.105208, 0.596296]]	(-78989.63588136893, -29863.84202410714, 589.0003200000003, 470.00041999999996, 95.60041999999999, -707.19946, -0.9994599999999991)
[[0.247656, 0.391204, 0.032813, 0.052778], [0.226042, 0.444444, 0.057292, 0.137037]]	(-282.7276309963258, -236.02195654672957, 63.000959999999964, 40.99979999999999, -38.30020000000002, -59.60043999999999, -0.00043999999996913175)
[[0.302344, 0.388426, 0.041146, 0.063889]]	(-336.83280623024115, -227.2981127303569, 79.00031999999999, 58.299980000000005, -31.000020000000006, -66.70013999999998, -7.10014000000001)
[[0.63151, 0.387037, 0.036979, 0.074074]]	(-1507.3246705575916, -482.86303723629055, 70.99968000000013, 80.79999999999995, -12.800000000000068, -106.19992000000002, -9.899920000000009)
[[0.28125, 0.530093, 0.098958, 0.193519], [0.226042, 0.444444, 0.057292, 0.137037]]	(-255.6068467253643, -245.39145580497618, 189.99936000000002, 224.7998199999999, -95.40018000000003, -136.50070000000005, -2.0007000000000517)
[[0.210938, 0.630093, 0.26875, 0.347222], [0.120833, 0.440278, 0.058333, 0.112037], [0.226042, 0.444444, 0.057292, 0.137037], [0.186979, 0.564352, 0.098958, 0.421296], [0.060937, 0.730556, 0.120833, 0.538889], [0.075521, 0.506944, 0.086458, 0.265741]]	(-1040.939222862953, -1094.470048931396, 516.0, 405.2994399999999, -152.80056000000008, -324.90031999999997, -39.20032000000003)
[[0.195312, 0.84537, 0.198958, 0.305556], [0.186979, 0.564352, 0.098958, 0.421296], [0.060937, 0.730556, 0.120833, 0.538889]]	(-70.73298986044266, -128.58487146139495, 381.99936, 329.00064, -378.19936, -165.49983999999995, -0.9998399999999492)
[[0.092448, 0.611111, 0.048438, 0.083333], [0.060937, 0.730556, 0.120833, 0.538889], [0.075521, 0.506944, 0.086458, 0.265741]]	(-203.78464762533252, -415.7421685220256, 93.00096000000002, 88.99994000000015, -192.80005999999986, -311.19969999999995, -15.299699999999916)
[[0.527083, 0.611111, 0.080208, 0.266667], [0.488281, 0.543519, 0.064062, 0.344444], [0.429948, 0.699074, 0.150521, 0.601852]]	(-2335.339123392858, -1314.051598273906, 153.99936000000002, 336.10030000000006, -106.59969999999998, -371.50005999999996, -14.300059999999917)
[[0.453385, 0.813426, 0.229687, 0.369444], [0.488281, 0.543519, 0.064062, 0.344444], [0.429948, 0.699074, 0.150521, 0.601852]]	(2745.4882858473397, 1779.6330980980956, 440.99904000000004, 400.9996800000001, -182.6003199999999, -751.3998399999999, 2.000160000000051)
